SALE TYPE,SOLD YEAR,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE https://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
PAST SALE,2019,PALO ALTO,CA,94301,6505000,5,4.5,PALO ALTO,5384,9847,2001,,1208,,Sold,,,https://www.redfin.com/CA/Palo-Alto/1321-Harker-Ave-94301/home/1761152,MLSListings,ML81713933,N,Y,37.4469311,-122.1416725
PAST SALE,2019,PALO ALTO,CA,94306,3875000,5,4,PALO ALTO,3515,43308,1946,,1102,,Sold,,,https://www.redfin.com/CA/Palo-Alto/4195-Oak-Hill-Ave-94306/home/1527666,MLSListings,ML81732116,N,Y,37.3949423,-122.1350182
PAST SALE,2019,PALO ALTO,CA,94303,4350000,5,5,PALO ALTO,3223,8699,1951,,1350,,Sold,,,https://www.redfin.com/CA/Palo-Alto/1554-Walnut-Dr-94303/home/1498464,MLSListings,ML81738974,N,Y,37.4455761,-122.1373694
PAST SALE,2019,PALO ALTO,CA,94301,11080000,7,6.5,PALO ALTO,5673,10000,2019,,1953,,Sold,,,https://www.redfin.com/CA/Palo-Alto/543-Seale-Ave-94301/home/1499144,MLSListings,ML81747691,N,Y,37.4382177,-122.141495
PAST SALE,2019,PALO ALTO,CA,94301,3900000,4,3.5,PALO ALTO,3204,5000,2006,,1217,,Sold,,,https://www.redfin.com/CA/Palo-Alto/595-Lincoln-Ave-94301/home/587695,MLSListings,ML81749889,N,Y,37.44482,-122.1508547
PAST SALE,2019,PALO ALTO,CA,94301,6900000,5,4.5,PALO ALTO,4591,6600,2017,,1503,,Sold,,,https://www.redfin.com/CA/Palo-Alto/2130-Byron-St-94301/home/1178364,MLSListings,ML81752122,N,Y,37.4371832,-122.1373694
PAST SALE,2019,PALO ALTO,CA,94306,8900000,7,8.5,PALO ALTO,9165,28586,2008,,971,,Sold,,,https://www.redfin.com/CA/Palo-Alto/4256-Manuela-Ct-94306/home/1601934,MLSListings,ML81757349,N,Y,37.393597,-122.1335168
PAST SALE,2019,PALO ALTO,CA,94306,4458899,4,4.5,PALO ALTO,3686,9788,2019,,1210,,Sold,,,https://www.redfin.com/CA/Palo-Alto/156-Monroe-Dr-94306/home/2121082,MLSListings,ML81735758,N,Y,37.4080121,-122.1157629
PAST SALE,2019,PALO ALTO,CA,94306,3300000,4,4.5,PALO ALTO,3805,6215,2007,,867,,Sold,,,https://www.redfin.com/CA/Palo-Alto/714-Chimalus-Dr-94306/home/1507248,MLSListings,ML81736906,N,Y,37.4165515,-122.138301
PAST SALE,2019,STANFORD,CA,94305,2700000,4,4,STANFORD,3208,12023,1969,,842,,Sold,,,https://www.redfin.com/CA/Stanford/1085-Cathcart-Way-94305/home/608501,MLSListings,ML81738940,N,Y,37.4116636,-122.1540483
PAST SALE,2019,PALO ALTO,CA,94306,6450000,6,6.5,PALO ALTO,4493,13533,2019,,1436,,Sold,,,https://www.redfin.com/CA/Palo-Alto/681-Loma-Verde-Ave-94306/home/1866915,MLSListings,ML81745435,N,Y,37.4288747,-122.1235497
PAST SALE,2019,MENLO PARK,CA,94025,6700000,6,5,MENLO PARK,4300,10657,2013,,1558,,Sold,,,https://www.redfin.com/CA/Menlo-Park/320-Olive-St-94025/home/1887141,MLSListings,ML81750438,N,Y,37.4360965,-122.1852033
PAST SALE,2019,MENLO PARK,CA,94025,6400000,5,5,MENLO PARK,5030,10200,2008,,1272,,Sold,,,https://www.redfin.com/CA/Menlo-Park/1760-Bay-Laurel-Dr-94025/home/1445529,MLSListings,ML81750452,N,Y,37.4336223,-122.188662
PAST SALE,2019,PALO ALTO,CA,94301,4500000,6,5.5,PALO ALTO,5467,11521,1948,,823,,Sold,,,https://www.redfin.com/CA/Palo-Alto/555-Lytton-Ave-94301/home/17294311,MLSListings,ML81737865,N,Y,37.4500503,-122.1600361
PAST SALE,2019,PALO ALTO,CA,94301,6800000,3,3,PALO ALTO,3279,6549,1938,,2074,,Sold,,,https://www.redfin.com/CA/Palo-Alto/2126-Webster-St-94301/home/1679945,MLSListings,ML81746609,N,Y,37.4366096,-122.1379018
PAST SALE,2019,PALO ALTO,CA,94303,2850000,6,6.5,PALO ALTO,3860,9653,2021,,738,,Sold,,,https://www.redfin.com/CA/Palo-Alto/750-E-Meadow-Dr-94303/home/1458494,MLSListings,ML81774198,N,Y,37.4248254,-122.1131006
PAST SALE,2019,PALO ALTO,CA,94301,4400000,4,2.5,PALO ALTO,3422,24105,1901,,1286,,Sold,,,https://www.redfin.com/CA/Palo-Alto/359-Embarcadero-Rd-94301/home/179389395,MLSListings,ML81761907,N,Y,37.4404603,-122.1503446
PAST SALE,2019,PALO ALTO,CA,94306,4550000,5,4.5,PALO ALTO,3682,9384,2019,,1236,,Sold,,,https://www.redfin.com/CA/Palo-Alto/4358-Silva-Ct-94306/home/2120559,MLSListings,ML81767265,N,Y,37.4079619,-122.1151861
PAST SALE,2019,PORTOLA VALLEY,CA,94028,3448950,4,3.5,PORTOLA VALLEY,4250,27443,1990,,812,342,Sold,,,https://www.redfin.com/CA/Portola-Valley/23-Valley-Oak-94028/home/1214519,MLSListings,ML81748077,N,Y,37.367642,-122.2023181
PAST SALE,2019,PALO ALTO,CA,94306,8900000,8,5.5,PALO ALTO,7039,71441,1986,,1264,,Sold,,,https://www.redfin.com/CA/Palo-Alto/953-Roble-Ridge-Rd-94306/home/1069764,MLSListings,ML81770124,N,Y,37.4088588,-122.1398759
PAST SALE,2019,PALO ALTO,CA,94301,3750000,7,4,PALO ALTO,3196,9566,1973,,1173,,Sold,,,https://www.redfin.com/CA/Palo-Alto/1025-Harker-Ave-94301/home/670843,MLSListings,ML81761976,N,Y,37.4471314,-122.145771
PAST SALE,2019,PALO ALTO,CA,94303,5005000,6,5.5,PALO ALTO,4956,8329,2018,,1010,,Sold,,,https://www.redfin.com/CA/Palo-Alto/2783-Randers-Ct-94303/home/28608949,MLSListings,ML81762830,N,Y,37.4347868,-122.1263005
PAST SALE,2019,PALO ALTO,CA,94301,6500000,5,3.5,PALO ALTO,4250,10000,2001,,1529,,Sold,,,https://www.redfin.com/CA/Palo-Alto/1429-Emerson-St-94301/home/546747,MLSListings,ML81742572,N,Y,37.4374303,-122.1506994
PAST SALE,2019,PALO ALTO,CA,94301,7020000,5,5.5,PALO ALTO,6044,12000,2001,,1161,,Sold,,,https://www.redfin.com/CA/Palo-Alto/123-Tennyson-Ave-94301/home/1222052,MLSListings,ML81736190,N,Y,37.4338881,-122.1476166
PAST SALE,,Palo Alto,CA,94301,39988000,5,5,,10877,48925,2017,,3676,,,,,https://www.redfin.com/CA/Palo-Alto/369-Churchill-Ave-94301/home/592016,,,N,Y,37.4392483,-122.148659
PAST SALE,,Palo Alto,CA,94306,19500000,5,7,,9706,55367,2018,,2009,,,,,https://www.redfin.com/CA/Palo-Alto/4159-Old-Adobe-Rd-94306/home/638616,,,N,Y,37.3930899,-122.1386559
PAST SALE,,Palo Alto,CA,94301,15300000,8,7,,9322,77005,1929,,1641,,,,,https://www.redfin.com/CA/Palo-Alto/1870-University-Ave-94301/home/542470,,,N,Y,37.4573814,-122.141739
PAST SALE,,Palo Alto,CA,94301,20000000,5,7,,6980,15000,2019,,2865,,,,,https://www.redfin.com/CA/Palo-Alto/1500-Cowper-St-94301/home/1258012,,,N,Y,37.440032,-122.1465076
PAST SALE,,Palo Alto,CA,94301,15000000,6,6.5,,7823,18232,1905,,1917,,,,,https://www.redfin.com/CA/Palo-Alto/601-Melville-Ave-94301/home/1349320,,,N,Y,37.443613,-122.148141
PAST SALE,,Palo Alto,CA,94301,4500000,5,6,,7454,19515,1901,,604,,,,,https://www.redfin.com/CA/Palo-Alto/1170-Ramona-St-94301/home/1090324,,,N,Y,37.4397571,-122.153952
PAST SALE,,Palo Alto,CA,94301,11150000,5,4,,6646,15002,1929,,1678,,,,,https://www.redfin.com/CA/Palo-Alto/512-Coleridge-Ave-94301/home/590175,,,N,Y,37.4397507,-122.1450882
PAST SALE,,Palo Alto,CA,94306,3910000,6,6,,6461,12802,2021,,605,,,,,https://www.redfin.com/CA/Palo-Alto/2979-Waverley-St-94306/home/602481,,,N,Y,37.4280247,-122.1293839
PAST SALE,,Palo Alto,CA,94301,9025000,5,4,,6568,19143,1900,,1374,,,,,https://www.redfin.com/CA/Palo-Alto/1300-Hamilton-Ave-94301/home/544957,,,N,Y,37.4539999,-122.1444893
PAST SALE,,Palo Alto,CA,94304,5850000,4,5,,6260,43599,1981,,935,,,,,https://www.redfin.com/CA/Palo-Alto/976-Laurel-Glen-Dr-94304/home/641192,,,N,Y,37.3711058,-122.1775762
PAST SALE,,Palo Alto,CA,94304,8525000,7,6.5,,6200,26893,2021,,1375,,,,,https://www.redfin.com/CA/Palo-Alto/3124-Alexis-Dr-94304/home/1057482,,,N,Y,37.3726766,-122.1731415
PAST SALE,,Menlo Park,CA,94025,10050000,6,6,,6000,13500,2013,,1675,,,,,https://www.redfin.com/CA/Menlo-Park/1425-Bay-Laurel-Dr-94025/home/2048915,,,N,Y,37.4374789,-122.1836735
PAST SALE,,Palo Alto,CA,94306,7000000,5,6,,5932,12603,2008,,1180,,,,,https://www.redfin.com/CA/Palo-Alto/1920-Park-Blvd-94306/home/1149580,,,N,Y,37.4311544,-122.1476151
PAST SALE,,Palo Alto,CA,94301,15000000,5,5,,5640,18000,1925,,2660,,,,,https://www.redfin.com/CA/Palo-Alto/280-Lowell-Ave-94301/home/762960,,,N,Y,37.4359663,-122.1468181
PAST SALE,,Palo Alto,CA,94301,9050000,7,7,,5525,10100,2018,,1638,,,,,https://www.redfin.com/CA/Palo-Alto/738-Channing-Ave-94301/home/1682438,,,N,Y,37.4479879,-122.1510321
PAST SALE,,Palo Alto,CA,94301,10900000,6,5,,5478,13338,1935,,1990,,,,,https://www.redfin.com/CA/Palo-Alto/1418-Edgewood-Dr-94301/home/1337838,,,N,Y,37.4551916,-122.1409911
PAST SALE,,Menlo Park,CA,94025,7800000,5,5,,5174,10285,2015,,1508,,,,,https://www.redfin.com/CA/Menlo-Park/1785-Oak-Ave-94025/home/1091533,,,N,Y,37.4333064,-122.1893936
PAST SALE,,Palo Alto,CA,94301,5650000,5,6,,5100,8391,2008,,1108,,,,,https://www.redfin.com/CA/Palo-Alto/2500-Bryant-St-94301/home/962768,,,N,Y,37.4292063,-122.1359942
PAST SALE,,Palo Alto,CA,94301,8770000,5,7,,5042,8752,2004,,1739,,,,,https://www.redfin.com/CA/Palo-Alto/2001-Webster-St-94301/home/1464221,,,N,Y,37.4379431,-122.1391883
PAST SALE,,Los Altos Hills,CA,94022,5851000,5,6,,5036,45140,1930,,1162,,,,,https://www.redfin.com/CA/Los-Altos-Hills/14780-Manuella-Rd-94022/home/964010,,,N,Y,37.3911451,-122.1314026
PAST SALE,,Palo Alto,CA,94303,7200000,5,5,,4708,26516,1996,,1529,,,,,https://www.redfin.com/CA/Palo-Alto/1585-Edgewood-Dr-94303/home/1770278,,,N,Y,37.453911,-122.133667
PAST SALE,,Palo Alto,CA,94306,5650000,4,4,,4876,54347,1993,,1159,,,,,https://www.redfin.com/CA/Palo-Alto/877-Robb-Rd-94306/home/1513004,,,N,Y,37.3913409,-122.1345302
PAST SALE,,Palo Alto,CA,94301,12900000,6,8,,9083,20500,1919,,1420,,,,,https://www.redfin.com/CA/Palo-Alto/360-Kellogg-Ave-94301/home/1665934,,,N,Y,37.4396742,-122.1491691
PAST SALE,,Palo Alto,CA,94301,5100000,5,4,,4649,20001,1918,,1097,,,,,https://www.redfin.com/CA/Palo-Alto/1005-University-Ave-94301/home/542245,,,N,Y,37.454705,-122.1533386
PAST SALE,,Palo Alto,CA,94301,5625000,5,5.5,,4606,7000,1911,,1221,,,,,https://www.redfin.com/CA/Palo-Alto/475-Melville-Ave-94301/home/588444,,,N,Y,37.4420499,-122.1496127
PAST SALE,,Palo Alto,CA,94301,9250000,5,4,,4574,19697,1908,,2022,,,,,https://www.redfin.com/CA/Palo-Alto/951-Hamilton-Ave-94301/home/542377,,,N,Y,37.4531809,-122.1528063
PAST SALE,,Palo Alto,CA,94306,6100000,5,6,,4568,8040,2016,,1335,,,,,https://www.redfin.com/CA/Palo-Alto/2819-Ramona-St-94306/home/1651773,,,N,Y,37.4268519,-122.1333768
PAST SALE,,Palo Alto,CA,94301,14500000,4,4,,4506,22500,1906,,3218,,,,,https://www.redfin.com/CA/Palo-Alto/375-Coleridge-Ave-94301/home/1465704,,,N,Y,37.4384919,-122.1472617
PAST SALE,,Palo Alto,CA,94301,8500000,4,5,,3369,12442,2006,,2523,,,,,https://www.redfin.com/CA/Palo-Alto/925-Addison-Ave-94301/home/544366,,,N,Y,37.4494897,-122.1491691
PAST SALE,,Palo Alto,CA,94301,5408000,5,6,,4049,5419,2020,,1336,,,,,https://www.redfin.com/CA/Palo-Alto/909-Waverley-St-94301/home/168868089,,,N,Y,37.4439447,-122.155037
PAST SALE,,Palo Alto,CA,94301,7125000,7,6,,4416,7799,2020,,1613,,,,,https://www.redfin.com/CA/Palo-Alto/465-Ruthven-Ave-94301/home/589329,,,N,Y,37.4510773,-122.1644269
PAST SALE,,Palo Alto,CA,94301,8800000,7,4,,4382,15301,1939,,2008,,,,,https://www.redfin.com/CA/Palo-Alto/2240-Cowper-St-94301/home/592614,,,N,Y,37.434295,-122.1375025
PAST SALE,,Palo Alto,CA,94301,6423500,6,7,,4293,7649,2013,,1496,,,,,https://www.redfin.com/CA/Palo-Alto/818-Lincoln-Ave-94301/home/546103,,,N,Y,37.4473524,-122.1477601
PAST SALE,,Palo Alto,CA,94301,9700000,4,6,,4266,10001,1987,,2274,,,,,https://www.redfin.com/CA/Palo-Alto/1703-Bryant-St-94301/home/1072276,,,N,Y,37.4362623,-122.1458423
PAST SALE,,Palo Alto,CA,94301,7788000,6,5.5,,4208,6300,2020,,1851,,,,,https://www.redfin.com/CA/Palo-Alto/2348-South-Ct-94301/home/592698,,,N,Y,37.431818,-122.1382567
PAST SALE,,La Honda,CA,94020,800000,,,,,1751548,,,,,,,,https://www.redfin.com/CA/La-Honda/22400-Skyline-Blvd-94020/home/908328,,,N,Y,37.2933552,-122.1613333
PAST SALE,,Menlo Park,CA,94025,3300000,4,5,,4089,13800,2016,,807,,,,,https://www.redfin.com/CA/Menlo-Park/804-Woodland-Ave-94025/home/856676,,,N,Y,37.4544791,-122.1567983
PAST SALE,,Palo Alto,CA,94301,7700000,4,3,,4010,11251,1908,,1920,,,,,https://www.redfin.com/CA/Palo-Alto/221-Kipling-St-94301/home/589413,,,N,Y,37.4499724,-122.1630077
PAST SALE,,Palo Alto,CA,94303,3025000,4,4.5,,4000,12500,2019,,756,,,,,https://www.redfin.com/CA/Palo-Alto/2223-Louis-Rd-94303/home/160869180,,,N,Y,37.4421853,-122.1306622
PAST SALE,,Palo Alto,CA,94301,6350000,3,3,,4000,11780,2002,,1588,,,,,https://www.redfin.com/CA/Palo-Alto/734-Seneca-St-94301/home/1071546,,,N,Y,37.451024,-122.15152
PAST SALE,,Palo Alto,CA,94301,5900000,4,5,,3997,12365,1934,,1476,,,,,https://www.redfin.com/CA/Palo-Alto/1400-Hamilton-Ave-94301/home/1708997,,,N,Y,37.4539096,-122.1427689
PAST SALE,,Menlo Park,CA,94025,6675000,5,5,,3970,11397,2013,,1681,,,,,https://www.redfin.com/CA/Menlo-Park/1440-Bay-Laurel-Dr-94025/home/892574,,,N,Y,37.4375646,-122.1843165
PAST SALE,,Palo Alto,CA,94306,2430000,5,4,,3973,6399,2016,,612,,,,,https://www.redfin.com/CA/Palo-Alto/2118-Oberlin-St-94306/home/1082517,,,N,Y,37.4218145,-122.1524023
PAST SALE,,Palo Alto,CA,94301,7900000,5,5.5,,3962,11552,2017,,1994,,,,,https://www.redfin.com/CA/Palo-Alto/555-Chaucer-St-94301/home/543455,,,N,Y,37.4548641,-122.1512095
PAST SALE,,Palo Alto,CA,94301,4100000,4,4,,3868,9818,1936,,1060,,,,,https://www.redfin.com/CA/Palo-Alto/650-Santa-Rita-Ave-94301/home/591931,,,N,Y,37.4377467,-122.1373029
PAST SALE,,Palo Alto,CA,94301,7500000,5,5,,3866,11379,2019,,1940,,,,,https://www.redfin.com/CA/Palo-Alto/40-Tevis-Pl-94301/home/1796499,,,N,Y,37.4504455,-122.1442897
PAST SALE,,Palo Alto,CA,94306,4100000,5,4,,2952,7945,2017,,1389,,,,,https://www.redfin.com/CA/Palo-Alto/3878-Magnolia-Dr-94306/home/143041934,,,N,Y,37.4147118,-122.1308924
PAST SALE,,Palo Alto,CA,94301,5238000,5,6.5,,3752,15000,1926,,1396,,,,,https://www.redfin.com/CA/Palo-Alto/1531-University-Ave-94301/home/1210554,,,N,Y,37.4559325,-122.1463302
PAST SALE,,Palo Alto,CA,94301,6100000,1,3,,3500,9855,1900,,1743,,,,,https://www.redfin.com/CA/Palo-Alto/935-Ramona-St-94301/home/1374317,,,N,Y,37.4418639,-122.1563991
PAST SALE,,Palo Alto,CA,94303,6300000,4,5,,3680,10928,2006,,1712,,,,,https://www.redfin.com/CA/Palo-Alto/70-Jordan-Pl-94303/home/547800,,,N,Y,37.4463408,-122.1360829
PAST SALE,,Palo Alto,CA,94301,8000000,5,4,,3647,12000,1973,,2194,,,,,https://www.redfin.com/CA/Palo-Alto/290-Lowell-Ave-94301/home/1245589,,,N,Y,37.436194,-122.1466851
PAST SALE,,Palo Alto,CA,94303,5950000,5,3,,3635,13467,1994,,1637,,,,,https://www.redfin.com/CA/Palo-Alto/161-Primrose-Way-94303/home/1652113,,,N,Y,37.4473651,-122.1314691
PAST SALE,,Los Altos Hills,CA,94022,3900000,5,3.5,,3620,48696,1986,,1077,,,,,https://www.redfin.com/CA/Los-Altos-Hills/14257-Stanford-Ct-94022/home/1827602,,,N,Y,37.3878496,-122.1695937
PAST SALE,,Palo Alto,CA,94301,5600000,5,4,,3579,11520,1938,,1565,,,,,https://www.redfin.com/CA/Palo-Alto/2250-Byron-St-94301/home/1271901,,,N,Y,37.4361806,-122.1357946
PAST SALE,,Palo Alto,CA,94301,4900000,5,4,,3535,9658,1900,,1386,,,,,https://www.redfin.com/CA/Palo-Alto/781-Channing-Ave-94301/home/546549,,,N,Y,37.4488015,-122.1509434
PAST SALE,,Palo Alto,CA,94301,5350000,4,4,,3527,11695,1933,,1517,,,,,https://www.redfin.com/CA/Palo-Alto/531-Center-Dr-94301/home/542456,,,N,Y,37.4559216,-122.1434025
PAST SALE,,Menlo Park,CA,94025,5500000,7,7,,8442,16500,2020,,652,,,,,https://www.redfin.com/CA/Menlo-Park/1701-Bay-Laurel-Dr-94025/home/2020386,,,N,Y,37.4339693,-122.1865336
PAST SALE,,Palo Alto,CA,94303,5180000,5,4,,3500,11536,1947,,1480,,,,,https://www.redfin.com/CA/Palo-Alto/807-E-Greenwich-Pl-94303/home/1020598,,,N,Y,37.4410532,-122.135728
PAST SALE,,Palo Alto,CA,94301,5500000,4,3,,3488,17150,1926,,1577,,,,,https://www.redfin.com/CA/Palo-Alto/79-Crescent-Dr-94301/home/1783529,,,N,Y,37.4577138,-122.1436687
PAST SALE,,Palo Alto,CA,94303,5400000,4,4,,3038,8882,2019,,1777,,,,,https://www.redfin.com/CA/Palo-Alto/760-Moreno-Ave-94303/home/594744,,,N,Y,37.435906,-122.1288516
PAST SALE,,Palo Alto,CA,94301,4400000,4,3,,3422,24106,1900,,1286,,,,,https://www.redfin.com/CA/Palo-Alto/374-Melville-Ave-94301/home/1512034,,,N,Y,37.4404309,-122.1503047
PAST SALE,,Palo Alto,CA,94306,4387500,5,4.5,,3418,7350,2013,,1284,,,,,https://www.redfin.com/CA/Palo-Alto/1602-Portola-Ave-94306/home/1396403,,,N,Y,37.431744,-122.1525846
PAST SALE,,Palo Alto,CA,94301,4092500,5,5,,3198,5000,2015,,1280,,,,,https://www.redfin.com/CA/Palo-Alto/2350-Tasso-St-94301/home/1449176,,,N,Y,37.4341451,-122.1357724
PAST SALE,,Menlo Park,CA,94025,4500000,7,4,,3410,13000,1949,,1320,,,,,https://www.redfin.com/CA/Menlo-Park/380-Cotton-St-94025/home/1398799,,,N,Y,37.4371723,-122.1851147
PAST SALE,,Menlo Park,CA,94025,6800000,6,4,,3400,50000,1962,,2000,,,,,https://www.redfin.com/CA/Menlo-Park/1235-Bay-Laurel-Dr-94025/home/1214127,,,N,Y,37.440036,-122.1820993
PAST SALE,,Palo Alto,CA,94303,2700000,,,,2006,8676,,,1346,,,,,https://www.redfin.com/CA/Palo-Alto/3419-Cork-Oak-Way-94303/home/598847,,,N,Y,37.4280675,-122.1174934
PAST SALE,,Palo Alto,CA,94304,3950000,5,3,,2365,58860,1952,,1670,,,,,https://www.redfin.com/CA/Palo-Alto/2265-Old-Page-Mill-Rd-94304/home/1736162,,,N,Y,37.3951165,-122.1669549
PAST SALE,,Palo Alto,CA,94301,9375000,4,4,,3076,14695,1936,,3048,,,,,https://www.redfin.com/CA/Palo-Alto/435-Santa-Rita-Ave-94301/home/1344489,,,N,Y,37.4355733,-122.1407631
PAST SALE,,Palo Alto,CA,94306,5500000,5,4,,2862,8873,2013,,1922,,,,,https://www.redfin.com/CA/Palo-Alto/416-El-Verano-Ave-94306/home/1222243,,,N,Y,37.4242604,-122.1237494
PAST SALE,,Menlo Park,CA,94025,6500000,5,6,,10995,29500,2020,,591,,,,,https://www.redfin.com/CA/Menlo-Park/1151-Bay-Laurel-Dr-94025/home/1701006,,,N,Y,37.4411261,-122.1802369
PAST SALE,,Palo Alto,CA,94301,6280000,5,4,,3257,8798,1936,,1928,,,,,https://www.redfin.com/CA/Palo-Alto/2188-Byron-St-94301/home/867980,,,N,Y,37.4366384,-122.1365709
PAST SALE,,Palo Alto,CA,94306,3520000,5,4,,3233,6736,2000,,1089,,,,,https://www.redfin.com/CA/Palo-Alto/4178-Coulombe-Dr-94306/home/1707053,,,N,Y,37.406239,-122.1274319
PAST SALE,,Palo Alto,CA,94301,4200000,5,4,,3197,8903,2021,,1314,,,,,https://www.redfin.com/CA/Palo-Alto/2551-Webster-St-94301/home/1760586,,,N,Y,37.4340412,-122.1319127
PAST SALE,,Palo Alto,CA,94301,5700000,4,3,,3195,11332,1941,,1784,,,,,https://www.redfin.com/CA/Palo-Alto/1437-Hamilton-Ave-94301/home/1599843,,,N,Y,37.4538926,-122.1408296
PAST SALE,,Palo Alto,CA,94303,5000000,5,3,,3190,8678,1988,,1567,,,,,https://www.redfin.com/CA/Palo-Alto/914-Bautista-Ct-94303/home/906727,,,N,Y,37.4344085,-122.1171606
PAST SALE,,Palo Alto,CA,94301,6000000,3,3,,3188,13113,1928,,1882,,,,,https://www.redfin.com/CA/Palo-Alto/1450-Waverley-St-94301/home/590566,,,N,Y,37.4393909,-122.1489917
PAST SALE,,Palo Alto,CA,94304,3280000,4,3.5,,3184,40003,1963,,1030,,,,,https://www.redfin.com/CA/Palo-Alto/2987-Alexis-Dr-94304/home/1785693,,,N,Y,37.375563,-122.1708576